"HolderAddress","Balance","PendingBalanceUpdate"
"0x000000000000000000000000000000000000dead","0.778773762652702","No"
"0x000000000000084e91743124a982076c59f10084","1E-18","No"
"0x0000000000000eb4ec62758aae93400b3e5f7f18","1.29361118376668","No"
"0x000000000000740a22fa209cf6806d38f7605385","1E-18","No"
"0x0000000000007f150bd6f54c40a34d7c3d5e9f56","13.538654317257","No"
"0x00000000009a41862f3b2b0c688b7c0d1940511e","5.00760183613952","No"
"0x000000002605006ff4ad30ac969f0726821ebd7c","2.12971830689398","No"
"0x000000003a7cd5b15e460f73976b267544726f5f","1E-18","No"
"0x00000000553a85582988aa8ad43fb7dda2466bc7","0.00558153044291039","No"
"0x0000000071e801062eb0544403f66176bba42dc0","1E-18","No"
"0x0000000094acb89a43eac2fbb3a07973efc2435c","0.0453394454400031","No"
"0x00000000acc49a25e6ed611df4f69b478c2da5b0","9.8083783006815E-05","No"
"0x00000000b1786c9698c160d78232c78d6f6474fe","0.0037108596060152","No"
"0x00000000cd47aa64daf64f5144b0d7885754374c","1E-18","No"
"0x00000000dc0e59517a8114348d9130e7d3835832","1E-18","No"
"0x00000000e8080db3ed60313725643d38bec42071","1E-18","No"
"0x00000000e8b06d9bf77ba40fc89e4eaa4f225e5c","1E-18","No"
"0x00000000f515b28e81a0e98ea3f4f816ef7e62b2","1E-18","No"
"0x0000006daea1723962647b7e189d311d757fb793","37663.493859521","No"
"0x000000917de6037d52b1f0a306eecd208405f7cd","1E-18","No"
"0x000000a8fb606f8d61f40ee186ca73d9bf20556d","22.805894296393","No"
"0x00000ea8e6b683decab9f4a2c0a5cd464ae61f69","1.02","No"
"0x00000eff292d8cb466e12a33fb83fa5757a67b58","0.872373409831464","No"
"0x00007569643bc1709561ec2e86f385df3759e5dd","1.2604066496543E-05","No"
"0x0000ed6fd91dd19da030c34498fbae7b4abcd954","7.85","No"
"0x0000f079e68bbcc79ab9600ace786b0a4db1c83c","0.0211501036527493","No"
"0x000103d4c58ec1c0e332a3992eeb270992a9ac87","35.8793299837642","No"
"0x00035ffaf83f6929c5d596c55da45cea6c7590cd","0.374607","No"
"0x0005ed3858457de8106ac0450b251a19294ae366","0.01","No"
"0x0006ab609df1db5707b82924ac04036bfd58f991","46.73999999","No"
"0x000b79f52356189c80a9d3ada3911d4438218516","0.000626686529214356","No"
"0x000d4d642af0f8749164b884974637373aeb7980","5.0939","No"
"0x000f75539c2bc3941e4a29acb1d9a8254eff427f","6.769046503E-09","No"
"0x000f7f22bfc28d940d4b68e13213ab17cf107790","5.31425449933305","No"
"0x000ffc2fbb355c6f72206516c136d1796f2591cb","2.33120784930209","No"
"0x0012a3dfd8f2da43b2a9108e8fd8e63a1856afcb","62","No"
"0x0012e14b27fd19bffeb55c7b361299a2270f18b4","0.918201","No"
"0x0017bc8b0f5dae85281e7c342fafb1140acf7966","7.7816415721677E-05","No"
"0x00198c58242f3d77b7933d7cef39659803d8f5ed","1","No"
"0x001bf47062a98396739f4b9c0a89cd539ed758f3","0.270056199215843","No"
"0x001de32cf63b1f7d72b7a9c62b00e82796199b0d","2.17505484464186","No"
"0x001f6ede258d323c3b0f77e8a3dcd10f1b60177f","6","No"
"0x0021c76303f392a422e09f98b49e21d047b83e62","93.3974861447288","No"
"0x0023d9ffe7d793895c5da5833d56c737832ead2b","5.42119","No"
"0x00266f38859c55d46576a98d7679f930b02188aa","7.48431223","No"
"0x00267406807adc99d0654f6c809cb04b84a93f60","173","No"
"0x0027c9e56d39baae25fc0a9ec245834966953568","7.56E-05","No"
"0x0028071db8f6e642348319a560a149dbddb0ae72","1E-18","No"
"0x0029fe27052d154415a83e3b92ce14e8106bc9a8","126.109976105218","No"
"0x002b74398f2a063904bfe8b18c2bfef047cb39b9","30.6523660934814","No"
"0x002ca1d713d4be0eaf8e0731671fb63299f209d4","1.33852156289E-07","No"
"0x002cd0d6d3c7500909ee8a7d73ae4ba81cc05b10","5.2E-07","No"
"0x002dd78cd7b8ffe1914457311b6d43613f44a6f4","2677.8876519054","No"
